Sno,Sector,Job,Description,Qualification
698,Tourism,Convention Services Manager,"Coordinate and oversee meetings, conventions, and conferences, liaising with clients, vendors, and internal departments to ensure successful events.","Bachelor's degree in hospitality management or event planning, with experience in conventionservices"
699,Tourism,Airport Operations Manager,"Manage airport facilities and operations, including security, passenger services, and ground handling, to ensure efficient and safe travel experiences.","Bachelor's degree in aviation management, airport operations, or a related field, with experience in airportmanagement"
700,Tourism,Travel Photographer,"Capture compelling images of destinations, landmarks, and cultural experiences for use in travel publications, websites, and marketing materials.","Strong photography skills, creativity, and experience in travelphotography"
701,Tourism,Cultural Events Coordinator,"Plan and organize cultural events such as festivals, concerts, and exhibitions, showcasing local traditions, arts, and heritage. ","Experience in event planning, culturalprogrammin"
702,"Science, Technology and Research",Research Scientist,"Conducts experiments, analyzes data, and develops theories within a specific scientific field.","Ph.D. in a relevant field, strong researchskills"
703,"Science, Technology and Research",Software Engineer,"Designs, develops, and maintains software applications or systems. ","Bachelor's degree in computer science or related field, proficiency in programminglanguages"
704,"Science, Technology and Research",Data Scientist,Analyzes complex data sets to uncover insights and trends.,"Advanced degree in statistics, mathematics, computer science, or related field, proficiency in programming and dataanalysistool"
705,"Science, Technology and Research",Biomedical Engineer,"Applies engineering principles to healthcare and medicine, designing and developing medical devices and equipment.",Bachelor's degree in biomedical engineering orrelatedfiel
706,"Science, Technology and Research",Environmental Scientist,"Studies the natural environment and its interactions with human activities, conducting research to address environmental issues.",Bachelor's degree in environmental science orrelatedfiel
707,"Science, Technology and Research",Chemical Engineer,"Designs processes and equipment for the production, transformation, and transportation of chemicals.",Bachelor's degree in chemicalengineering
708,"Science, Technology and Research",Robotics Engineer,"Designs, builds, and maintains robotic systems for various industries, including manufacturing, healthcare, and space exploration.",Bachelor's degree in robotics engineering orrelatedfiel
709,"Science, Technology and Research",Biochemist,Studies the chemical processes and substances occurring within living organisms.,Bachelor's degree in biochemistry orrelatedfiel
710,"Science, Technology and Research",Neuroscientist,"Studies the structure and function of the nervous system, including the brain and spinal cord.",Advanced degree in neuroscience orrelatedfiel
711,"Science, Technology and Research",Information Security Analyst,"Protects an organization's computer systems and networks from cyber threats, monitoring for security breaches and implementing security measures.","Bachelor's degree in cybersecurity, information technology, orrelatedfiel"
712,"Science, Technology and Research",Aerospace Engineer,"Designs aircraft, spacecraft, satellites, and missiles, conducting research to improve flight safety and efficiency.",Bachelor's degree in aerospaceengineering
713,"Science, Technology and Research",Biotechnologist,"Applies biological processes and organisms to develop products and technologies in fields such as agriculture, healthcare, and industry.",Bachelor's degree in biotechnology orrelatedfiel
714,"Science, Technology and Research",Geologist,"Studies the composition, structure, and history of the Earth's crust, conducting research to understand geological processes and phenomena.",Bachelor's degree in geology orrelatedfiel
715,"Science, Technology and Research",Civil Engineer,"Designs and oversees the construction of infrastructure projects such as roads, bridges, and buildings.",Bachelor's degree in civilengineering
